Category,Price,Rating,Stock,Discount
nan,9161.0,2.602243654999287,0.0,49.0
nan,5821.0,1.168690444136142,0.0,17.0
nan,9990.0,3.0382925191086185,0.0,19.0
nan,4347.0,2.568984286425842,0.0,3.0
D,2697.0,1.9174796816019517,0.0,30.0
nan,9160.0,4.392384246470518,0.0,29.0
nan,2072.0,3.0382925191086185,0.0,10.0
C,2122.0,4.86095167402677,0.0,29.0
nan,8731.0,3.0382925191086185,0.0,38.0
D,5031.0,3.0382925191086185,0.0,4.0
A,6557.0,3.0382925191086185,0.0,32.0
nan,3981.0,3.0382925191086185,0.0,41.0
nan,9459.0,3.490351838179834,0.0,42.0
nan,3763.0,3.0382925191086185,0.0,13.0
A,2466.0,3.0382925191086185,0.0,12.0
A,6348.0,3.0382925191086185,0.0,29.0
nan,6345.0,3.0382925191086185,0.0,4.0
nan,4781.0,3.236473832492795,0.0,3.0
B,8345.0,3.0382925191086185,0.0,41.0
A,5459.0,3.0382925191086185,0.0,33.0
A,8521.0,1.081564565083486,0.0,40.0
nan,2649.0,1.9854449132555,0.0,25.0
nan,3101.0,1.9228916950178256,0.0,6.0
D,357.0,3.0382925191086185,0.0,32.0
B,4299.0,2.938430507798154,0.0,29.0
nan,9799.0,3.0382925191086185,0.0,34.0
A,8832.0,3.0382925191086185,0.0,17.0
A,8251.0,4.052873659464407,0.0,28.0
A,1465.0,1.835877107956549,0.0,24.516624685138538
A,9825.0,3.0382925191086185,0.0,22.0
nan,6442.0,3.0382925191086185,0.0,34.0
B,7624.0,3.0382925191086185,0.0,5.0
B,4061.0,2.882858329954204,0.0,28.0
nan,190.0,3.0382925191086185,0.0,0.0
nan,4643.0,3.193527428593516,0.0,4.0
nan,5219.0,3.0382925191086185,0.0,49.0
nan,1197.0,1.3007193796865226,0.0,24.516624685138538
B,8205.0,4.755317544912339,0.0,35.0
nan,3125.0,3.295946652014962,0.0,24.516624685138538
D,7239.0,3.6103940069190337,0.0,48.0
nan,262.0,3.0382925191086185,0.0,36.0
nan,7826.0,3.576635436154038,0.0,6.0
nan,8532.0,4.6303470713260335,0.0,42.0
D,4625.0,1.718143163550882,0.0,36.0
nan,4668.0,1.7613833832587744,0.0,23.0
A,5268.0,3.0382925191086185,0.0,48.0
C,249.0,2.0809167459930693,0.0,15.0
nan,5908.0,3.0382925191086185,0.0,42.0
B,9697.0,3.0382925191086185,0.0,26.0
B,8458.0,3.0382925191086185,0.0,18.0
nan,4741.0,3.0382925191086185,0.0,27.0
A,6943.0,3.0382925191086185,0.0,42.0
nan,5016.970630372492,3.0382925191086185,0.0,11.0
nan,758.0,1.24949775543227,0.0,28.0
nan,3169.0,2.619334913499717,0.0,25.0
C,7953.0,1.572071265516846,0.0,39.0
nan,8793.0,3.006402453214005,0.0,6.0
D,9114.0,3.0382925191086185,0.0,27.0
nan,8893.0,2.5193505429065683,0.0,24.516624685138538
A,8713.0,2.3809932611851488,0.0,30.0
A,1269.0,3.0382925191086185,0.0,38.0
nan,8069.0,3.0382925191086185,0.0,31.0
D,6751.0,2.337782569158563,0.0,2.0
C,4970.0,2.365565206916858,0.0,5.0
nan,2323.0,3.0382925191086185,0.0,24.516624685138538
nan,5016.970630372492,3.0382925191086185,0.0,0.0
A,5515.0,4.709544999960464,0.0,24.516624685138538
nan,8846.0,1.3640831526286097,0.0,4.0
nan,2584.0,3.0382925191086185,0.0,1.0
C,7911.0,2.7657386196907554,0.0,37.0
D,6799.0,3.0382925191086185,0.0,29.0
nan,4620.0,4.340548431791186,0.0,10.0
nan,9424.0,1.0760737682485182,0.0,24.516624685138538
nan,8409.0,1.696635601842893,0.0,29.0
nan,9063.0,3.624530680172045,0.0,24.516624685138538
nan,8405.0,1.2189362743316066,0.0,48.0
nan,8070.0,4.220245876716987,0.0,20.0
D,7564.0,2.576792877375157,0.0,35.0
D,8555.0,2.3813933482220966,0.0,22.0
nan,1870.0,3.0382925191086185,0.0,32.0
nan,6864.0,2.8934828195730478,0.0,10.0
C,439.0,2.364554354883883,0.0,0.0
A,1425.0,1.8037601301099573,0.0,15.0
nan,1612.0,3.032991895982947,0.0,16.0
nan,1894.0,2.32948814776713,0.0,24.516624685138538
nan,8975.0,4.469736333901759,0.0,32.0
nan,807.0,3.0382925191086185,0.0,13.0
C,2297.0,3.0382925191086185,0.0,21.0
nan,7800.0,3.0382925191086185,0.0,5.0
B,1493.0,3.3836236749501865,0.0,45.0
nan,2602.0,3.0382925191086185,0.0,0.0
D,5381.0,4.767811269419312,0.0,10.0
B,5429.0,1.746249651651913,0.0,6.0
nan,734.0,3.0382925191086185,0.0,10.0
B,3365.0,4.175149077636549,0.0,29.0
D,9318.0,3.319298848791882,0.0,18.0
nan,5220.0,3.0382925191086185,0.0,0.0
nan,381.0,3.0932853971576586,0.0,17.0
nan,8707.0,3.0382925191086185,0.0,39.0
nan,3604.0,3.0382925191086185,0.0,17.0
nan,5078.0,4.391163208162469,0.0,6.0
nan,8070.0,3.0382925191086185,0.0,28.0
C,721.0,3.0382925191086185,0.0,24.516624685138538
nan,6921.0,3.0382925191086185,0.0,37.0
D,2622.0,3.0382925191086185,0.0,22.0
C,7231.0,3.0382925191086185,0.0,6.0
nan,340.0,3.0382925191086185,0.0,27.0
C,9212.0,3.0382925191086185,0.0,0.0
C,6472.0,3.0382925191086185,0.0,27.0
nan,3978.0,3.0382925191086185,0.0,19.0
nan,5746.0,3.0382925191086185,0.0,2.0
nan,3956.0,3.4559452367626182,0.0,23.0
D,8757.0,3.0382925191086185,0.0,49.0
nan,2820.0,3.0889237473550524,0.0,21.0
D,2001.0,3.0382925191086185,0.0,23.0
nan,412.0,3.760118968243407,0.0,21.0
nan,6675.0,3.0382925191086185,0.0,43.0
A,4317.0,3.0382925191086185,0.0,13.0
C,8507.0,4.575949016312601,0.0,41.0
nan,6784.0,2.0879591139976266,0.0,13.0
nan,7635.0,3.0382925191086185,0.0,5.0
nan,9529.0,1.4609563879698744,0.0,31.0
nan,1595.0,1.306888078818401,0.0,37.0
nan,5669.0,3.0382925191086185,0.0,38.0
nan,5861.0,1.4703921216572344,0.0,40.0
nan,2349.0,3.0382925191086185,0.0,48.0
nan,5766.0,3.0382925191086185,0.0,3.0
nan,7362.0,3.0382925191086185,0.0,33.0
nan,3256.0,2.771753928779113,0.0,45.0
nan,9284.0,3.0382925191086185,0.0,45.0
C,8597.0,3.517120302288795,0.0,23.0
C,4405.0,1.1026822552674769,0.0,33.0
C,2117.0,3.0382925191086185,0.0,45.0
A,8642.0,3.0382925191086185,0.0,43.0
C,5016.970630372492,3.0382925191086185,0.0,3.0
A,6022.0,3.0382925191086185,0.0,48.0
nan,8132.0,2.7658498345678497,0.0,15.0
nan,3170.0,2.1988624853534624,0.0,18.0
C,2608.0,1.8730838175058309,0.0,8.0
nan,9544.0,1.508629504337426,0.0,47.0
nan,6220.0,1.4109864352582258,0.0,32.0
nan,1959.0,4.96277529037139,0.0,45.0
A,1403.0,3.0382925191086185,0.0,24.516624685138538
nan,3713.0,3.0382925191086185,0.0,32.0
nan,6148.0,3.0382925191086185,0.0,3.0
nan,3862.0,3.813108432235004,0.0,22.0
D,9438.0,3.69118375024206,0.0,36.0
B,395.0,3.0382925191086185,0.0,24.0
nan,6080.0,4.13238174203871,0.0,18.0
C,5296.0,2.7415569027617632,0.0,34.0
nan,5348.0,1.5872258080389408,0.0,31.0
nan,6248.0,2.889130250465094,0.0,39.0
nan,8369.0,1.7741515707532138,0.0,44.0
nan,3155.0,2.7562541960267173,0.0,6.0
nan,2539.0,3.0382925191086185,0.0,9.0
nan,3112.0,3.0382925191086185,0.0,16.0
D,2489.0,4.668760788357387,0.0,42.0
nan,5533.0,3.0382925191086185,0.0,34.0
nan,8603.0,1.8951382789439115,0.0,35.0
nan,6989.0,3.0382925191086185,0.0,10.0
D,3064.0,1.783514835878143,0.0,22.0
nan,176.0,3.0382925191086185,0.0,33.0
nan,8159.0,3.09958403972783,0.0,31.0
A,5080.0,2.1172213117371106,0.0,1.0
nan,5642.0,3.0382925191086185,0.0,28.0
nan,7027.0,1.8155938044552264,0.0,24.516624685138538
nan,8407.0,1.1340181503447693,0.0,38.0
nan,878.0,3.0382925191086185,0.0,41.0
nan,2546.0,1.1583134665091674,0.0,34.0
nan,9537.0,3.0382925191086185,0.0,25.0
nan,9600.0,3.316477940525572,0.0,32.0
nan,7194.0,3.3294326510510706,0.0,38.0
nan,6968.0,3.739367232964894,0.0,24.516624685138538
C,6292.0,1.1557269813348965,0.0,17.0
C,4870.0,3.0382925191086185,0.0,14.0
nan,6737.0,3.0382925191086185,0.0,38.0
nan,250.0,1.4368825660019104,0.0,30.0
C,5016.970630372492,3.4263169803936875,0.0,7.0
nan,312.0,1.5370201492971782,0.0,39.0
D,8394.0,1.8188132957807648,0.0,22.0
nan,1421.0,4.23336229004081,0.0,24.516624685138538
nan,8693.0,3.186790808579415,0.0,24.0
nan,2846.0,3.6408580302425873,0.0,6.0
nan,3671.0,3.0382925191086185,0.0,47.0
C,766.0,3.45755283587473,0.0,19.0
nan,615.0,3.0382925191086185,0.0,2.0
nan,4309.0,3.0382925191086185,0.0,17.0
nan,2947.0,1.093895333353871,0.0,24.516624685138538
nan,2841.0,2.5109712361162835,0.0,40.0
B,3923.0,1.4750528082467311,0.0,10.0
nan,5658.0,3.963020662718985,0.0,29.0
nan,6759.0,3.0382925191086185,0.0,35.0
nan,685.0,3.0382925191086185,0.0,24.0
nan,5206.0,3.0382925191086185,0.0,35.0
nan,5814.0,4.155485925483445,0.0,12.0
nan,1419.0,2.3755719081128803,0.0,1.0
A,6016.0,1.844219155421802,0.0,1.0
nan,5961.0,3.0382925191086185,0.0,18.0
nan,9489.0,3.0382925191086185,0.0,5.0
nan,1558.0,3.0382925191086185,0.0,12.0
nan,3892.0,1.9802288812656696,0.0,6.0
nan,6904.0,3.0382925191086185,0.0,36.0
nan,663.0,3.084386434089388,0.0,5.0
A,1910.0,4.817531508955957,0.0,24.516624685138538
nan,2804.0,1.3541939976991424,0.0,35.0
D,8625.0,4.025419857361529,0.0,36.0
nan,8800.0,4.3667865198588895,0.0,26.0
nan,3689.0,3.0382925191086185,0.0,3.0
A,6869.0,3.010511245777053,0.0,49.0
nan,3601.0,3.0382925191086185,0.0,22.0
nan,6657.0,3.0382925191086185,0.0,47.0
C,5016.970630372492,3.0382925191086185,0.0,35.0
D,5146.0,3.0382925191086185,0.0,10.0
B,4242.0,3.993229233892656,0.0,47.0
nan,7098.0,1.3018533062171231,0.0,23.0
A,3348.0,3.0382925191086185,0.0,16.0
nan,4592.0,3.0382925191086185,0.0,25.0
A,7005.0,3.0382925191086185,0.0,22.0
A,5074.0,3.0382925191086185,0.0,41.0
A,9602.0,3.0382925191086185,0.0,31.0
nan,3742.0,4.209122065619451,0.0,19.0
D,454.0,3.0382925191086185,0.0,32.0
nan,4903.0,4.615306042277187,0.0,39.0
nan,9658.0,3.0382925191086185,0.0,15.0
nan,4198.0,3.0382925191086185,0.0,29.0
A,6336.0,3.648349511115054,0.0,11.0
nan,9794.0,4.433559680432691,0.0,39.0
D,2201.0,3.0382925191086185,0.0,25.0
nan,5323.0,3.0382925191086185,0.0,16.0
A,9152.0,4.768849526844075,0.0,11.0
nan,5420.0,3.0382925191086185,0.0,21.0
D,4763.0,3.0382925191086185,0.0,11.0
nan,247.0,3.0382925191086185,0.0,24.516624685138538
nan,2060.0,4.743226107544174,0.0,24.516624685138538
A,3372.0,3.0382925191086185,0.0,5.0
D,8544.0,3.0382925191086185,0.0,29.0
nan,5016.970630372492,3.0382925191086185,0.0,47.0
nan,3299.0,3.004898449740812,0.0,32.0
nan,2107.0,3.0382925191086185,0.0,11.0
C,6765.0,3.4017721001746715,0.0,35.0
nan,1853.0,3.0382925191086185,0.0,11.0
C,8773.0,3.892084161133099,0.0,24.516624685138538
nan,6671.0,3.0382925191086185,0.0,30.0
C,8398.0,3.407813914668218,0.0,4.0
D,8742.0,3.0382925191086185,0.0,4.0
nan,8334.0,2.562769446410627,0.0,16.0
B,2790.0,3.0382925191086185,0.0,24.516624685138538
B,6781.0,3.0382925191086185,0.0,21.0
nan,1215.0,2.382519172332373,0.0,30.0
A,5016.970630372492,3.0382925191086185,0.0,14.0
nan,8857.0,3.0382925191086185,0.0,15.0
D,2882.0,3.691887480565236,0.0,24.516624685138538
nan,6234.0,3.0382925191086185,0.0,28.0
nan,1214.0,1.4889967970912377,0.0,4.0
A,6991.0,1.0991491374509073,0.0,21.0
nan,3364.0,3.0382925191086185,0.0,3.0
nan,8785.0,1.231135979753843,0.0,11.0
nan,7313.0,3.0382925191086185,0.0,1.0
nan,9999.0,1.8349540527482608,0.0,30.0
nan,8760.0,3.0382925191086185,0.0,49.0
B,7933.0,3.0382925191086185,0.0,36.0
nan,6092.0,2.596015227920722,0.0,39.0
nan,5178.0,3.33510540123526,0.0,20.0
nan,8863.0,3.0382925191086185,0.0,24.516624685138538
D,8514.0,4.704094088630431,0.0,46.0
A,7939.0,1.8201379880557416,0.0,48.0
A,1439.0,1.49980892352359,0.0,28.0
nan,6981.0,3.0382925191086185,0.0,24.0
nan,7682.0,2.309511396277151,0.0,22.0
nan,5937.0,3.0382925191086185,0.0,24.516624685138538
A,185.0,3.0382925191086185,0.0,9.0
nan,5796.0,3.0382925191086185,0.0,44.0
nan,3646.0,3.0382925191086185,0.0,33.0
nan,6547.0,3.590183980800087,0.0,6.0
nan,1523.0,1.246447333974714,0.0,22.0
nan,9483.0,2.8233289222448383,0.0,24.516624685138538
nan,9045.0,3.0382925191086185,0.0,39.0
nan,7897.0,3.0382925191086185,0.0,27.0
C,7384.0,3.0382925191086185,0.0,24.0
A,597.0,3.0382925191086185,0.0,40.0
nan,6194.0,3.223523933580829,0.0,14.0
nan,1454.0,3.0382925191086185,0.0,37.0
nan,8628.0,3.0382925191086185,0.0,14.0
D,5016.970630372492,3.0382925191086185,0.0,43.0
nan,1401.0,3.0382925191086185,0.0,24.516624685138538
nan,9590.0,3.0382925191086185,0.0,41.0
nan,4467.0,3.0382925191086185,0.0,0.0
nan,8003.0,1.2719634103923183,0.0,5.0
nan,5934.0,3.0382925191086185,0.0,18.0
nan,2861.0,4.204148109144644,0.0,24.516624685138538
nan,5376.0,1.729144769710075,0.0,8.0
nan,4887.0,3.0382925191086185,0.0,23.0
nan,3204.0,3.0852183136217635,0.0,35.0
nan,8557.0,3.0382925191086185,0.0,10.0
D,3152.0,1.5743799713874789,0.0,6.0
nan,1386.0,3.0382925191086185,0.0,23.0
D,6728.0,3.0382925191086185,0.0,39.0
nan,2194.0,1.0642261261459067,0.0,22.0
nan,7452.0,3.0382925191086185,0.0,14.0
nan,5192.0,1.6641113816121256,0.0,24.516624685138538
nan,9782.0,2.47108086246004,0.0,24.516624685138538
nan,7433.0,3.0382925191086185,0.0,12.0
nan,5036.0,3.0382925191086185,0.0,24.516624685138538
nan,4740.0,3.0382925191086185,0.0,42.0
D,1263.0,3.0382925191086185,0.0,24.516624685138538
D,8357.0,1.7571129612090046,0.0,37.0
C,4883.0,3.356603181776897,0.0,20.0
C,8437.0,3.876005948019308,0.0,21.0
nan,3543.0,3.545775898544579,0.0,6.0
C,6441.0,3.0382925191086185,0.0,0.0
A,8882.0,3.0382925191086185,0.0,28.0
D,731.0,3.0382925191086185,0.0,16.0
B,9812.0,3.75916033493222,0.0,25.0
nan,7728.0,3.422209755291833,0.0,45.0
D,1824.0,1.0909424221396071,0.0,3.0
nan,3447.0,3.0382925191086185,0.0,45.0
nan,7622.0,2.701567654531968,0.0,15.0
B,3420.0,1.1848571459127912,0.0,19.0
B,8741.0,3.932441093684445,0.0,24.516624685138538
nan,3074.0,3.0382925191086185,0.0,3.0
nan,5016.970630372492,1.1215558829452807,0.0,32.0
A,3745.0,4.205694490998896,0.0,9.0
nan,3042.0,3.0382925191086185,0.0,16.0
nan,2400.0,1.3811725819930412,0.0,34.0
C,4096.0,3.0382925191086185,0.0,42.0
nan,4157.0,3.0382925191086185,0.0,30.0
nan,5339.0,3.0382925191086185,0.0,39.0
D,4602.0,3.0382925191086185,0.0,17.0
D,1966.0,4.343531411256285,0.0,4.0
D,7406.0,3.6641339490192313,0.0,24.516624685138538
nan,2708.0,4.139442600627813,0.0,44.0
nan,5016.970630372492,1.0658018308663384,0.0,7.0
D,1222.0,3.0382925191086185,0.0,49.0
B,3681.0,3.0382925191086185,0.0,8.0
nan,8110.0,3.0382925191086185,0.0,48.0
D,9430.0,1.948900071416542,0.0,15.0
A,1328.0,3.0382925191086185,0.0,30.0
C,6185.0,4.989849874633716,0.0,39.0
nan,5541.0,3.0382925191086185,0.0,7.0
nan,9933.0,3.0382925191086185,0.0,40.0
C,3528.0,4.685441756859109,0.0,24.516624685138538
nan,4323.0,3.0382925191086185,0.0,45.0
nan,1421.0,1.901802966139031,0.0,49.0
nan,8414.0,3.0382925191086185,0.0,24.0
nan,575.0,3.180869426375592,0.0,40.0
nan,5611.0,3.0382925191086185,0.0,33.0
D,3767.0,3.0382925191086185,0.0,33.0
D,9988.0,1.9061038548430025,0.0,24.516624685138538
nan,5666.0,2.8366771871128216,0.0,49.0
nan,9959.0,4.6229925445751405,0.0,46.0
nan,8091.0,2.23847511183858,0.0,47.0
A,7967.0,3.7150568192563207,0.0,42.0
nan,1011.0,3.1505195801145547,0.0,10.0
A,2593.0,1.1455198820092525,0.0,43.0
nan,9961.0,2.603816159663268,0.0,24.516624685138538
D,9227.0,2.252049239744512,0.0,9.0
B,7307.0,3.0382925191086185,0.0,36.0
nan,5364.0,3.0382925191086185,0.0,29.0
nan,1838.0,3.3811675728802784,0.0,18.0
nan,5016.970630372492,3.1852193809894898,0.0,21.0
B,2997.0,1.1906524666363043,0.0,16.0
nan,2531.0,4.923267635553529,0.0,30.0
nan,2437.0,4.981286011728434,0.0,24.516624685138538
C,3034.0,3.7693396638196175,0.0,11.0
B,4573.0,1.8230936667496571,0.0,5.0
C,2466.0,2.521499443938243,0.0,44.0
B,2242.0,3.0382925191086185,0.0,13.0
nan,7805.0,3.0382925191086185,0.0,20.0
nan,2527.0,4.841731762239563,0.0,49.0
nan,1378.0,3.0382925191086185,0.0,44.0
nan,6905.0,3.0382925191086185,0.0,35.0
nan,4960.0,3.991063665027448,0.0,31.0
nan,5019.0,3.0382925191086185,0.0,17.0
nan,8568.0,2.269634937816817,0.0,15.0
nan,7198.0,3.0382925191086185,0.0,18.0
B,4905.0,3.0382925191086185,0.0,23.0
nan,9922.0,4.966695979833901,0.0,42.0
nan,2774.0,3.0382925191086185,0.0,0.0
A,4519.0,4.487539498587778,0.0,39.0
nan,7967.0,3.0382925191086185,0.0,13.0
nan,6551.0,3.0382925191086185,0.0,28.0
C,3831.0,3.971501091387312,0.0,19.0
C,2740.0,3.0382925191086185,0.0,0.0
C,9069.0,3.0382925191086185,0.0,28.0
nan,743.0,3.2666453009250938,0.0,24.516624685138538
nan,5016.970630372492,3.0382925191086185,0.0,24.516624685138538
A,8725.0,3.85502097691188,0.0,9.0
B,6703.0,3.0382925191086185,0.0,9.0
nan,5016.970630372492,1.8028285225132024,0.0,19.0
nan,7842.0,3.5875890463626194,0.0,16.0
A,6161.0,2.012897950373276,0.0,18.0
C,6083.0,2.2334745161481906,0.0,36.0
nan,7025.0,4.430414663360271,0.0,25.0
nan,276.0,3.447754406015238,0.0,3.0
nan,4369.0,4.08384965154126,0.0,8.0
nan,6546.0,3.0382925191086185,0.0,49.0
nan,2810.0,2.9125953662049064,0.0,47.0
nan,5181.0,3.0382925191086185,0.0,44.0
A,6848.0,4.927541879935664,0.0,26.0
nan,968.0,1.0460489719471595,0.0,42.0
D,1999.0,3.6136907627431376,0.0,20.0
B,7902.0,1.7399794082660036,0.0,44.0
C,5369.0,3.0382925191086185,0.0,29.0
A,1138.0,4.7438746861252925,0.0,4.0
nan,9151.0,1.2258741719753914,0.0,18.0
nan,1351.0,2.7391381724901405,0.0,3.0
nan,3016.0,1.2469989657581504,0.0,1.0
C,1132.0,2.043756275903754,0.0,12.0
nan,4874.0,3.0382925191086185,0.0,20.0
D,5016.970630372492,4.019948636447628,0.0,5.0
nan,1112.0,3.0382925191086185,0.0,1.0
nan,7446.0,3.0382925191086185,0.0,42.0
nan,4877.0,3.0382925191086185,0.0,30.0
A,7769.0,3.0382925191086185,0.0,45.0
A,4347.0,4.900050371878782,0.0,25.0
nan,5350.0,3.0382925191086185,0.0,27.0
C,3150.0,3.0382925191086185,0.0,7.0
C,7050.0,3.0382925191086185,0.0,37.0
B,6363.0,3.740762109598029,0.0,13.0
nan,7639.0,3.0382925191086185,0.0,33.0
B,1570.0,3.901696196119186,0.0,39.0
C,3725.0,3.9718178224517686,0.0,8.0
nan,1253.0,3.0382925191086185,0.0,24.0
nan,4657.0,3.0382925191086185,0.0,30.0
nan,5411.0,3.0382925191086185,0.0,24.516624685138538
nan,3130.0,3.0382925191086185,0.0,3.0
D,4062.0,3.5196211072832964,0.0,24.516624685138538
B,8524.0,3.0382925191086185,0.0,5.0
nan,8290.0,3.0382925191086185,0.0,24.516624685138538
nan,4264.0,3.909681734397807,0.0,3.0
nan,3030.0,4.987106105235494,0.0,37.0
nan,105.0,1.5633995804439635,0.0,31.0
nan,4951.0,3.0382925191086185,0.0,41.0
nan,9551.0,3.0382925191086185,0.0,4.0
B,8084.0,3.0382925191086185,0.0,24.0
nan,9269.0,3.0382925191086185,0.0,10.0
nan,9928.0,3.0382925191086185,0.0,27.0
nan,7405.0,3.0382925191086185,0.0,31.0
nan,4552.0,1.7649183166745015,0.0,28.0
nan,9251.0,3.0382925191086185,0.0,19.0
D,4983.0,4.272489890010996,0.0,7.0
nan,9159.0,4.0598650529882185,0.0,9.0
nan,3652.0,3.559027854038169,0.0,24.0
nan,7022.0,1.5163202397740227,0.0,14.0
D,547.0,1.4760992404140794,0.0,15.0
